row_id,date,country,store,product,num_sold
160,2017-01-04,Germany,KaggleMart,Kaggle Advanced Techniques,417
161,2017-01-04,Germany,KaggleMart,Kaggle Getting Started,403
162,2017-01-04,Germany,KaggleMart,Kaggle Recipe Book,327
163,2017-01-04,Germany,KaggleMart,Kaggle for Kids: One Smart Goose,524
164,2017-01-04,Germany,KaggleRama,Kaggle Advanced Techniques,181
165,2017-01-04,Germany,KaggleRama,Kaggle Getting Started,133
166,2017-01-04,Germany,KaggleRama,Kaggle Recipe Book,114
167,2017-01-04,Germany,KaggleRama,Kaggle for Kids: One Smart Goose,182
168,2017-01-04,Italy,KaggleMart,Kaggle Advanced Techniques,337
169,2017-01-04,Italy,KaggleMart,Kaggle Getting Started,279
170,2017-01-04,Italy,KaggleMart,Kaggle Recipe Book,234
171,2017-01-04,Italy,KaggleMart,Kaggle for Kids: One Smart Goose,367
172,2017-01-04,Italy,KaggleRama,Kaggle Advanced Techniques,115
173,2017-01-04,Italy,KaggleRama,Kaggle Getting Started,95
174,2017-01-04,Italy,KaggleRama,Kaggle Recipe Book,83
175,2017-01-04,Italy,KaggleRama,Kaggle for Kids: One Smart Goose,115
176,2017-01-04,Poland,KaggleMart,Kaggle Advanced Techniques,160
177,2017-01-04,Poland,KaggleMart,Kaggle Getting Started,115
178,2017-01-04,Poland,KaggleMart,Kaggle Recipe Book,104
179,2017-01-04,Poland,KaggleMart,Kaggle for Kids: One Smart Goose,167
180,2017-01-04,Poland,KaggleRama,Kaggle Advanced Techniques,51
181,2017-01-04,Poland,KaggleRama,Kaggle Getting Started,37
182,2017-01-04,Poland,KaggleRama,Kaggle Recipe Book,35
183,2017-01-04,Poland,KaggleRama,Kaggle for Kids: One Smart Goose,55
184,2017-01-04,Spain,KaggleMart,Kaggle Advanced Techniques,302
185,2017-01-04,Spain,KaggleMart,Kaggle Getting Started,260
186,2017-01-04,Spain,KaggleMart,Kaggle Recipe Book,201
187,2017-01-04,Spain,KaggleMart,Kaggle for Kids: One Smart Goose,316
188,2017-01-04,Spain,KaggleRama,Kaggle Advanced Techniques,114
189,2017-01-04,Spain,KaggleRama,Kaggle Getting Started,84
190,2017-01-04,Spain,KaggleRama,Kaggle Recipe Book,74
191,2017-01-04,Spain,KaggleRama,Kaggle for Kids: One Smart Goose,110
192,2017-01-05,Belgium,KaggleMart,Kaggle Advanced Techniques,447
193,2017-01-05,Belgium,KaggleMart,Kaggle Getting Started,371
194,2017-01-05,Belgium,KaggleMart,Kaggle Recipe Book,268
195,2017-01-05,Belgium,KaggleMart,Kaggle for Kids: One Smart Goose,480
196,2017-01-05,Belgium,KaggleRama,Kaggle Advanced Techniques,150
197,2017-01-05,Belgium,KaggleRama,Kaggle Getting Started,129
198,2017-01-05,Belgium,KaggleRama,Kaggle Recipe Book,101
199,2017-01-05,Belgium,KaggleRama,Kaggle for Kids: One Smart Goose,169
200,2017-01-05,France,KaggleMart,Kaggle Advanced Techniques,385
201,2017-01-05,France,KaggleMart,Kaggle Getting Started,323
202,2017-01-05,France,KaggleMart,Kaggle Recipe Book,259
203,2017-01-05,France,KaggleMart,Kaggle for Kids: One Smart Goose,402
204,2017-01-05,France,KaggleRama,Kaggle Advanced Techniques,150
205,2017-01-05,France,KaggleRama,Kaggle Getting Started,114
206,2017-01-05,France,KaggleRama,Kaggle Recipe Book,97
207,2017-01-05,France,KaggleRama,Kaggle for Kids: One Smart Goose,164
208,2017-01-05,Germany,KaggleMart,Kaggle Advanced Techniques,484
209,2017-01-05,Germany,KaggleMart,Kaggle Getting Started,350
210,2017-01-05,Germany,KaggleMart,Kaggle Recipe Book,291
211,2017-01-05,Germany,KaggleMart,Kaggle for Kids: One Smart Goose,540
212,2017-01-05,Germany,KaggleRama,Kaggle Advanced Techniques,157
213,2017-01-05,Germany,KaggleRama,Kaggle Getting Started,132
214,2017-01-05,Germany,KaggleRama,Kaggle Recipe Book,115
215,2017-01-05,Germany,KaggleRama,Kaggle for Kids: One Smart Goose,155
216,2017-01-05,Italy,KaggleMart,Kaggle Advanced Techniques,315
217,2017-01-05,Italy,KaggleMart,Kaggle Getting Started,246
218,2017-01-05,Italy,KaggleMart,Kaggle Recipe Book,212
219,2017-01-05,Italy,KaggleMart,Kaggle for Kids: One Smart Goose,391
220,2017-01-05,Italy,KaggleRama,Kaggle Advanced Techniques,116
221,2017-01-05,Italy,KaggleRama,Kaggle Getting Started,100
222,2017-01-05,Italy,KaggleRama,Kaggle Recipe Book,69
223,2017-01-05,Italy,KaggleRama,Kaggle for Kids: One Smart Goose,119
224,2017-01-05,Poland,KaggleMart,Kaggle Advanced Techniques,136
225,2017-01-05,Poland,KaggleMart,Kaggle Getting Started,109
226,2017-01-05,Poland,KaggleMart,Kaggle Recipe Book,92
227,2017-01-05,Poland,KaggleMart,Kaggle for Kids: One Smart Goose,155
228,2017-01-05,Poland,KaggleRama,Kaggle Advanced Techniques,49
229,2017-01-05,Poland,KaggleRama,Kaggle Getting Started,38
230,2017-01-05,Poland,KaggleRama,Kaggle Recipe Book,32
231,2017-01-05,Poland,KaggleRama,Kaggle for Kids: One Smart Goose,53
232,2017-01-05,Spain,KaggleMart,Kaggle Advanced Techniques,285
233,2017-01-05,Spain,KaggleMart,Kaggle Getting Started,248
234,2017-01-05,Spain,KaggleMart,Kaggle Recipe Book,184
235,2017-01-05,Spain,KaggleMart,Kaggle for Kids: One Smart Goose,271
236,2017-01-05,Spain,KaggleRama,Kaggle Advanced Techniques,99
237,2017-01-05,Spain,KaggleRama,Kaggle Getting Started,72
238,2017-01-05,Spain,KaggleRama,Kaggle Recipe Book,67
239,2017-01-05,Spain,KaggleRama,Kaggle for Kids: One Smart Goose,104
240,2017-01-06,Belgium,KaggleMart,Kaggle Advanced Techniques,431
241,2017-01-06,Belgium,KaggleMart,Kaggle Getting Started,326
242,2017-01-06,Belgium,KaggleMart,Kaggle Recipe Book,266
243,2017-01-06,Belgium,KaggleMart,Kaggle for Kids: One Smart Goose,486
244,2017-01-06,Belgium,KaggleRama,Kaggle Advanced Techniques,163
245,2017-01-06,Belgium,KaggleRama,Kaggle Getting Started,119
246,2017-01-06,Belgium,KaggleRama,Kaggle Recipe Book,109
247,2017-01-06,Belgium,KaggleRama,Kaggle for Kids: One Smart Goose,165
248,2017-01-06,France,KaggleMart,Kaggle Advanced Techniques,399
249,2017-01-06,France,KaggleMart,Kaggle Getting Started,307
250,2017-01-06,France,KaggleMart,Kaggle Recipe Book,274
251,2017-01-06,France,KaggleMart,Kaggle for Kids: One Smart Goose,429
252,2017-01-06,France,KaggleRama,Kaggle Advanced Techniques,140
253,2017-01-06,France,KaggleRama,Kaggle Getting Started,108
254,2017-01-06,France,KaggleRama,Kaggle Recipe Book,83
255,2017-01-06,France,KaggleRama,Kaggle for Kids: One Smart Goose,148
256,2017-01-06,Germany,KaggleMart,Kaggle Advanced Techniques,492
257,2017-01-06,Germany,KaggleMart,Kaggle Getting Started,346
258,2017-01-06,Germany,KaggleMart,Kaggle Recipe Book,334
259,2017-01-06,Germany,KaggleMart,Kaggle for Kids: One Smart Goose,485
260,2017-01-06,Germany,KaggleRama,Kaggle Advanced Techniques,161
261,2017-01-06,Germany,KaggleRama,Kaggle Getting Started,127
262,2017-01-06,Germany,KaggleRama,Kaggle Recipe Book,102
263,2017-01-06,Germany,KaggleRama,Kaggle for Kids: One Smart Goose,167
264,2017-01-06,Italy,KaggleMart,Kaggle Advanced Techniques,346
265,2017-01-06,Italy,KaggleMart,Kaggle Getting Started,249
266,2017-01-06,Italy,KaggleMart,Kaggle Recipe Book,215
267,2017-01-06,Italy,KaggleMart,Kaggle for Kids: One Smart Goose,350
268,2017-01-06,Italy,KaggleRama,Kaggle Advanced Techniques,120
269,2017-01-06,Italy,KaggleRama,Kaggle Getting Started,91
270,2017-01-06,Italy,KaggleRama,Kaggle Recipe Book,85
271,2017-01-06,Italy,KaggleRama,Kaggle for Kids: One Smart Goose,146
272,2017-01-06,Poland,KaggleMart,Kaggle Advanced Techniques,152
273,2017-01-06,Poland,KaggleMart,Kaggle Getting Started,121
274,2017-01-06,Poland,KaggleMart,Kaggle Recipe Book,92
275,2017-01-06,Poland,KaggleMart,Kaggle for Kids: One Smart Goose,157
276,2017-01-06,Poland,KaggleRama,Kaggle Advanced Techniques,51
277,2017-01-06,Poland,KaggleRama,Kaggle Getting Started,35
278,2017-01-06,Poland,KaggleRama,Kaggle Recipe Book,34
279,2017-01-06,Poland,KaggleRama,Kaggle for Kids: One Smart Goose,49
280,2017-01-06,Spain,KaggleMart,Kaggle Advanced Techniques,316
281,2017-01-06,Spain,KaggleMart,Kaggle Getting Started,237
282,2017-01-06,Spain,KaggleMart,Kaggle Recipe Book,198
283,2017-01-06,Spain,KaggleMart,Kaggle for Kids: One Smart Goose,319
284,2017-01-06,Spain,KaggleRama,Kaggle Advanced Techniques,102
285,2017-01-06,Spain,KaggleRama,Kaggle Getting Started,75
286,2017-01-06,Spain,KaggleRama,Kaggle Recipe Book,63
287,2017-01-06,Spain,KaggleRama,Kaggle for Kids: One Smart Goose,113
288,2017-01-07,Belgium,KaggleMart,Kaggle Advanced Techniques,447
289,2017-01-07,Belgium,KaggleMart,Kaggle Getting Started,374
290,2017-01-07,Belgium,KaggleMart,Kaggle Recipe Book,351
291,2017-01-07,Belgium,KaggleMart,Kaggle for Kids: One Smart Goose,520
292,2017-01-07,Belgium,KaggleRama,Kaggle Advanced Techniques,166
293,2017-01-07,Belgium,KaggleRama,Kaggle Getting Started,122
294,2017-01-07,Belgium,KaggleRama,Kaggle Recipe Book,112
295,2017-01-07,Belgium,KaggleRama,Kaggle for Kids: One Smart Goose,169
296,2017-01-07,France,KaggleMart,Kaggle Advanced Techniques,387
297,2017-01-07,France,KaggleMart,Kaggle Getting Started,326
298,2017-01-07,France,KaggleMart,Kaggle Recipe Book,279
299,2017-01-07,France,KaggleMart,Kaggle for Kids: One Smart Goose,431
300,2017-01-07,France,KaggleRama,Kaggle Advanced Techniques,151
301,2017-01-07,France,KaggleRama,Kaggle Getting Started,122
302,2017-01-07,France,KaggleRama,Kaggle Recipe Book,89
303,2017-01-07,France,KaggleRama,Kaggle for Kids: One Smart Goose,150
304,2017-01-07,Germany,KaggleMart,Kaggle Advanced Techniques,477
305,2017-01-07,Germany,KaggleMart,Kaggle Getting Started,356
306,2017-01-07,Germany,KaggleMart,Kaggle Recipe Book,333
307,2017-01-07,Germany,KaggleMart,Kaggle for Kids: One Smart Goose,479
308,2017-01-07,Germany,KaggleRama,Kaggle Advanced Techniques,138
309,2017-01-07,Germany,KaggleRama,Kaggle Getting Started,127
310,2017-01-07,Germany,KaggleRama,Kaggle Recipe Book,109
311,2017-01-07,Germany,KaggleRama,Kaggle for Kids: One Smart Goose,178
312,2017-01-07,Italy,KaggleMart,Kaggle Advanced Techniques,383
313,2017-01-07,Italy,KaggleMart,Kaggle Getting Started,277
314,2017-01-07,Italy,KaggleMart,Kaggle Recipe Book,223
315,2017-01-07,Italy,KaggleMart,Kaggle for Kids: One Smart Goose,368
316,2017-01-07,Italy,KaggleRama,Kaggle Advanced Techniques,121
317,2017-01-07,Italy,KaggleRama,Kaggle Getting Started,99
318,2017-01-07,Italy,KaggleRama,Kaggle Recipe Book,81
319,2017-01-07,Italy,KaggleRama,Kaggle for Kids: One Smart Goose,122
320,2017-01-07,Poland,KaggleMart,Kaggle Advanced Techniques,157
321,2017-01-07,Poland,KaggleMart,Kaggle Getting Started,120
322,2017-01-07,Poland,KaggleMart,Kaggle Recipe Book,103
323,2017-01-07,Poland,KaggleMart,Kaggle for Kids: One Smart Goose,154
324,2017-01-07,Poland,KaggleRama,Kaggle Advanced Techniques,55
325,2017-01-07,Poland,KaggleRama,Kaggle Getting Started,40
326,2017-01-07,Poland,KaggleRama,Kaggle Recipe Book,34
327,2017-01-07,Poland,KaggleRama,Kaggle for Kids: One Smart Goose,55
328,2017-01-07,Spain,KaggleMart,Kaggle Advanced Techniques,331
329,2017-01-07,Spain,KaggleMart,Kaggle Getting Started,223
330,2017-01-07,Spain,KaggleMart,Kaggle Recipe Book,204
331,2017-01-07,Spain,KaggleMart,Kaggle for Kids: One Smart Goose,368
332,2017-01-07,Spain,KaggleRama,Kaggle Advanced Techniques,109
333,2017-01-07,Spain,KaggleRama,Kaggle Getting Started,82
334,2017-01-07,Spain,KaggleRama,Kaggle Recipe Book,70
335,2017-01-07,Spain,KaggleRama,Kaggle for Kids: One Smart Goose,99
336,2017-01-08,Belgium,KaggleMart,Kaggle Advanced Techniques,497
337,2017-01-08,Belgium,KaggleMart,Kaggle Getting Started,341
338,2017-01-08,Belgium,KaggleMart,Kaggle Recipe Book,310
339,2017-01-08,Belgium,KaggleMart,Kaggle for Kids: One Smart Goose,480
340,2017-01-08,Belgium,KaggleRama,Kaggle Advanced Techniques,169
341,2017-01-08,Belgium,KaggleRama,Kaggle Getting Started,132
342,2017-01-08,Belgium,KaggleRama,Kaggle Recipe Book,100
343,2017-01-08,Belgium,KaggleRama,Kaggle for Kids: One Smart Goose,173
344,2017-01-08,France,KaggleMart,Kaggle Advanced Techniques,387
345,2017-01-08,France,KaggleMart,Kaggle Getting Started,308
346,2017-01-08,France,KaggleMart,Kaggle Recipe Book,281
347,2017-01-08,France,KaggleMart,Kaggle for Kids: One Smart Goose,485
348,2017-01-08,France,KaggleRama,Kaggle Advanced Techniques,140
349,2017-01-08,France,KaggleRama,Kaggle Getting Started,111
350,2017-01-08,France,KaggleRama,Kaggle Recipe Book,97
351,2017-01-08,France,KaggleRama,Kaggle for Kids: One Smart Goose,155
352,2017-01-08,Germany,KaggleMart,Kaggle Advanced Techniques,464
353,2017-01-08,Germany,KaggleMart,Kaggle Getting Started,373
354,2017-01-08,Germany,KaggleMart,Kaggle Recipe Book,332
355,2017-01-08,Germany,KaggleMart,Kaggle for Kids: One Smart Goose,480
356,2017-01-08,Germany,KaggleRama,Kaggle Advanced Techniques,158
357,2017-01-08,Germany,KaggleRama,Kaggle Getting Started,128
358,2017-01-08,Germany,KaggleRama,Kaggle Recipe Book,113
359,2017-01-08,Germany,KaggleRama,Kaggle for Kids: One Smart Goose,194
360,2017-01-08,Italy,KaggleMart,Kaggle Advanced Techniques,328
361,2017-01-08,Italy,KaggleMart,Kaggle Getting Started,265
362,2017-01-08,Italy,KaggleMart,Kaggle Recipe Book,262
363,2017-01-08,Italy,KaggleMart,Kaggle for Kids: One Smart Goose,401
364,2017-01-08,Italy,KaggleRama,Kaggle Advanced Techniques,134
365,2017-01-08,Italy,KaggleRama,Kaggle Getting Started,102
366,2017-01-08,Italy,KaggleRama,Kaggle Recipe Book,82
367,2017-01-08,Italy,KaggleRama,Kaggle for Kids: One Smart Goose,137
368,2017-01-08,Poland,KaggleMart,Kaggle Advanced Techniques,153
369,2017-01-08,Poland,KaggleMart,Kaggle Getting Started,116
370,2017-01-08,Poland,KaggleMart,Kaggle Recipe Book,103
371,2017-01-08,Poland,KaggleMart,Kaggle for Kids: One Smart Goose,171
372,2017-01-08,Poland,KaggleRama,Kaggle Advanced Techniques,55
373,2017-01-08,Poland,KaggleRama,Kaggle Getting Started,40
374,2017-01-08,Poland,KaggleRama,Kaggle Recipe Book,35
375,2017-01-08,Poland,KaggleRama,Kaggle for Kids: One Smart Goose,58
376,2017-01-08,Spain,KaggleMart,Kaggle Advanced Techniques,316
377,2017-01-08,Spain,KaggleMart,Kaggle Getting Started,261
378,2017-01-08,Spain,KaggleMart,Kaggle Recipe Book,219
379,2017-01-08,Spain,KaggleMart,Kaggle for Kids: One Smart Goose,352
380,2017-01-08,Spain,KaggleRama,Kaggle Advanced Techniques,107
381,2017-01-08,Spain,KaggleRama,Kaggle Getting Started,86
382,2017-01-08,Spain,KaggleRama,Kaggle Recipe Book,62
383,2017-01-08,Spain,KaggleRama,Kaggle for Kids: One Smart Goose,112
384,2017-01-09,Belgium,KaggleMart,Kaggle Advanced Techniques,359
385,2017-01-09,Belgium,KaggleMart,Kaggle Getting Started,286
386,2017-01-09,Belgium,KaggleMart,Kaggle Recipe Book,236
387,2017-01-09,Belgium,KaggleMart,Kaggle for Kids: One Smart Goose,368
388,2017-01-09,Belgium,KaggleRama,Kaggle Advanced Techniques,137
389,2017-01-09,Belgium,KaggleRama,Kaggle Getting Started,98
390,2017-01-09,Belgium,KaggleRama,Kaggle Recipe Book,86
391,2017-01-09,Belgium,KaggleRama,Kaggle for Kids: One Smart Goose,146
